title,citation,year,pmid
Human milk vacuolating cytotoxin A immunoglobulin A antibodies modify Helicobacter pylori infection in Gambian children.,Clin. Infect. Dis. 2006 Oct;43(8):1040-2.,2006,16983617
Sensitivity and specificity of various tests for the diagnosis of Helicobacter pylori in Egyptian children.,Pediatrics 2006 Oct;118(4):e1195-202.,2006,16982805
Effect of lactose on oro-cecal transit in lactose digesters and maldigesters.,Eur. J. Clin. Invest. 2006 Oct;36(10):737-42.,2006,16968470
Tolerance to H2 receptor antagonist correlates well with the decline in efficacy against gastroesophageal reflux in patients with gastroesophageal reflux disease.,J. Gastroenterol. Hepatol. 2006 Oct;21(10):1581-5.,2006,16928220
Evaluation of a gastrointestinal symptoms questionnaire.,Dig. Dis. Sci. 2006 Sep;51(9):1509-15.,2006,16927133
Diagnosis of Helicobacter pylori infection.,Helicobacter 2006 Oct;11 Suppl 1:6-13.,2006,16925605
Helicobacter pylori infection and treatment outcome in an urban Australian population.,ANZ J Surg 2006 Aug;76(8):710-4.,2006,16916389
Urease activity does not reflect the degree of colonization by Helicobacter pylori in children.,Pediatr Int 2006 Aug;48(4):398-402.,2006,16911086
The 13carbon urea breath test for the diagnosis of Helicobacter pylori infection in subjects with atrophic gastritis: evaluation in a primary care setting.,Aliment. Pharmacol. Ther. 2006 Aug;24(4):643-50.,2006,16907897
Impact of Helicobacter pylori on the management of dyspepsia in primary care.,Aliment. Pharmacol. Ther. 2006 Aug;24(4):637-41.,2006,16907896
Helicobacter pylori diagnosis and management.,Gastroenterol. Clin. North Am. 2006 Jun;35(2):229-47.,2006,16880064
Association of Helicobacter pylori infection with cardiac syndrome X.,Singapore Med J 2006 Aug;47(8):704-6.,2006,16865212
Comparison of invasive methods and two different stool antigen tests for diagnosis of H pylori infection in patients with gastric bleeding.,World J. Gastroenterol. 2006 Jul;12(26):4206-10.,2006,16830376
Performing only one cardiovascular reflex test has a high positive predictive value for diagnosing autonomic neuropathy in patients with chronic renal failure on hemodialysis.,Ren Fail 2006 ;28(5):383-7.,2006,16825086
Comparison of a monoclonal with a polyclonal antibody-based enzyme immunoassay stool test in diagnosing Helicobacter pylori infection before and after eradication therapy.,Aliment. Pharmacol. Ther. 2006 Jun;23(12):1735-40.,2006,16817917
Urease-positive bacteria other than Helicobacter pylori in human gastric juice and mucosa.,Am. J. Gastroenterol. 2006 Aug;101(8):1756-61.,2006,16780553
Prognostic score systems and community-acquired bacteraemic pneumococcal pneumonia.,Eur. Respir. J. 2006 Oct;28(4):816-23.,2006,16737983
Role of Helicobacter pylori in functional dyspepsia.,World J. Gastroenterol. 2006 May;12(17):2677-80.,2006,16718752
Comparison of three stool antigen assays with the 13C- urea breath test for the primary diagnosis of Helicobacter pylori infection and monitoring treatment outcome.,Eur J Gastroenterol Hepatol 2006 Jun;18(6):595-9.,2006,16702847
Asymptomatic Helicobacter pylori infection and iron deficiency are not associated with decreased growth among Alaska Native children aged 7-11 years.,Helicobacter 2006 Jun;11(3):159-67.,2006,16684263
Long-term study of re-infection following successful eradication of Helicobacter pylori infection.,Aliment. Pharmacol. Ther. 2006 May;23(9):1355-8.,2006,16629941
[Helicobacter pylori resistance: who needs what treatment?].,Presse Med 2006 Apr;35(4 Pt 2):657-62.,2006,16614611
Reinfection after successful eradication of Helicobacter pylori: a 2-year prospective study in Alaska Natives.,Aliment. Pharmacol. Ther. 2006 Apr;23(8):1215-23.,2006,16611283
Problem of distinguishing false-positive tests from acute or transient Helicobacter pylori infections.,Helicobacter 2006 Apr;11(2):69-74.,2006,16579835
Simple and accurate (13)C-urea breath test for detection of Helicobacter pylori in the remnant stomach after surgery.,J. Gastroenterol. 2006 Feb;41(2):127-32.,2006,16568371
Comparison of a new office-based stool immunoassay and (13)C-UBT in the diagnosis of current Helicobacter pylori infection.,J. Lab. Clin. Med. 2006 Mar;147(3):145-9.,2006,16503245
"Prospective evaluation of a new ""paper urease test"" for ultra-rapid detection of Helicobacter pylori.",Med. Sci. Monit. 2006 Mar;12(3):PI15-8.,2006,16501431
Regression of primary low-grade mucosa-associated lymphoid tissue lymphoma of duodenum after long-term treatment with clarithromycin.,Scand. J. Gastroenterol. 2006 Mar;41(3):365-9.,2006,16497629
Accuracy of Helicobacter pylori diagnostic tests in patients with bleeding peptic ulcer: a systematic review and meta-analysis.,Am. J. Gastroenterol. 2006 Apr;101(4):848-63.,2006,16494583
"Tetracycline, metronidazole and amoxicillin-metronidazole combinations in proton pump inhibitor-based triple therapies are equally effective as alternative therapies against Helicobacter pylori infection.",J. Gastroenterol. Hepatol. 2006 Jan;21(1 Pt 2):232-6.,2006,16460479
Helicobacter pylori test & treat strategy for dyspepsia: a qualitative study exploring the barriers and how to overcome them.,Fam Pract 2006 Apr;23(2):203-9.,2006,16428262
Primary clarithromycin resistance in Italy assessed on Helicobacter pylori DNA sequences by TaqMan real-time polymerase chain reaction.,Aliment. Pharmacol. Ther. 2006 Feb;23(3):429-35.,2006,16423002
Rabeprazole containing triple therapy to eradicate Helicobacter pylori infection on the Texas-Mexican border.,Aliment. Pharmacol. Ther. 2006 Jan;23(2):295-301.,2006,16393310
Long-term follow-up of 13C-urea breath test results after Helicobacter pylori eradication: frequency and significance of borderline delta13CO2 values.,Aliment. Pharmacol. Ther. 2006 Jan;23(2):275-80.,2006,16393307
Regional brain response patterns to Cheyne-Stokes breathing.,Respir Physiol Neurobiol 2006 Jan;150(1):87-93.,2006,16337439
Is there any correlation between 13C-urea breath test values and response to first-line and rescue Helicobacter pylori eradication therapies?,Dig Liver Dis 2006 Apr;38(4):254-9.,2006,16309984
Accuracy of breath tests using low doses of 13C-urea to diagnose Helicobacter pylori infection: a randomised controlled trial.,Gut 2006 Apr;55(4):457-62.,2006,16162678
Interleukin 1B proinflammatory genotypes protect against gastro-oesophageal reflux disease through induction of corpus atrophy.,Gut 2006 Feb;55(2):158-64.,2006,16120761
Epithelial lining fluid solute concentrations in chronic obstructive lung disease patients and normal subjects.,J. Appl. Physiol. 2005 Oct;99(4):1286-92.,2005,15920100
Utility of exhaled breath condensates in chronic obstructive pulmonary disease: a critical review.,Curr Opin Pulm Med 2005 Mar;11(2):135-9.,2005,15699785
Validation of four Helicobacter pylori rapid blood tests in a multi-ethnic Asian population.,World J. Gastroenterol. 2005 Nov;11(42):6681-3.,2005,16425365
Evaluation of 3 different tests for the detection of stool antigens to confirm Helicobacter pylori eradication after treatment. A pilot study.,Gastroenterol Hepatol 2005 Dec;28(10):615-8.,2005,16373010
"Bovine lactoferrin is effective to suppress Helicobacter pylori colonization in the human stomach: a randomized, double-blind, placebo-controlled study.",J. Infect. Chemother. 2005 Dec;11(6):265-9.,2005,16369731
"Helicobacter pylori infection appears essential for stomach carcinogenesis: observations in Semarang, Indonesia.",Cancer Sci. 2005 Dec;96(12):873-5.,2005,16367906
Methodology and transport medium for collection of Helicobacter pylori on a string test in remote locations.,Helicobacter 2005 Dec;10(6):630-4.,2005,16302991
13C-urea breath test to assess Helicobacter pylori bacterial load.,Helicobacter 2005 Dec;10(6):615-9.,2005,16302988
13C-urea breath test in the management of Helicobacterpylori infection.,Dig Liver Dis 2005 Dec;37(12):899-906.,2005,16280266
Improvement of gastrointestinal quality of life scores in cases of Helicobacter pylori-positive functional dyspepsia after successful eradication therapy.,J. Gastroenterol. Hepatol. 2005 Nov;20(11):1652-60.,2005,16246181
The best method of detecting prior Helicobacter pylori infection.,World J. Gastroenterol. 2005 Sep;11(36):5672-6.,2005,16237763
Evaluation of the Ez-HBT Helicobacter blood test to establish Helicobacter pylori eradication.,Aliment. Pharmacol. Ther. 2005 Nov;22(9):875-80.,2005,16225498
A randomized trial of triple therapy for pediatric Helicobacter pylori infection and risk factors for treatment failure in a population with a high prevalence of infection.,Clin. Infect. Dis. 2005 Nov;41(9):1261-8.,2005,16206100
Real-time detection of Helicobacter Pylori infection and atrophic gastritis: comparison between conventional methods and a novel device for gastric juice analysis during endoscopy.,Endoscopy 2005 Oct;37(10):966-76.,2005,16189769
[Diagnosis of Helicobacter pylori infection].,Korean J Gastroenterol 2005 Sep;46(3):166-71.,2005,16179835
Comparison of different protocols for 13C-urea breath test for the diagnosis of Helicobacter pylori infection in healthy volunteers.,Scand. J. Clin. Lab. Invest. 2005 ;65(6):491-8.,2005,16179282
Helicobacter pylori infection in pediatrics.,Helicobacter 2005 ;10 Suppl 1:47-53.,2005,16178971
Beta-lactamase inhibition with clavulanic acid supplementing standard amoxycillin-based triple therapy does not increase Helicobacter pylori eradication rate.,Dig Liver Dis 2005 Nov;37(11):826-31.,2005,16169304
Lewis blood genotypes of peptic ulcer and gastric cancer patients in Taiwan.,World J. Gastroenterol. 2005 Aug;11(31):4891-4.,2005,16097066
Seven versus ten days of rabeprazole triple therapy for Helicobacter pylori eradication: a multicenter randomized trial.,Am. J. Gastroenterol. 2005 Aug;100(8):1696-701.,2005,16086704
"In vivo tests of natural therapy, Tibetan yogurt or fresh broccoli, for Helicobacter pylori infection.",Methods Find Exp Clin Pharmacol 2005 Jun;27(5):327-9.,2005,16082421
Changes in gastric environment with test meals affect the performance of 14C-urea breath test.,J. Gastroenterol. Hepatol. 2005 Aug;20(8):1260-5.,2005,16048576
A combination of the Helicobacter pylori stool antigen test and urea breath test is useful for clinical evaluation of eradication therapy: a multicenter study.,J. Gastroenterol. Hepatol. 2005 Aug;20(8):1241-5.,2005,16048573
[Evaluation of a new (13)CO2 infrared analyzer (POCone) for 13C-urea breath test].,Nihon Shokakibyo Gakkai Zasshi 2005 Jul;102(7):934-5.,2005,16038443
Does delayed testing of urea breath test samples effect results?,Digestion 2005 ;71(4):261.,2005,16024932
Eradication of Helicobacter pylori can be accurately confirmed 14 days after termination of triple therapy using a high-dose citric acid-based 13C urea breath test.,Digestion 2005 ;71(4):208-12.,2005,16024926
13C-urea breath test: further modification towards an unrestricted use.,Digestion 2005 ;71(4):206-7.,2005,16024925
Accuracy of a new monoclonal stool antigen test in post-eradication assessment of Helicobacter pylori infection: comparison with the polyclonal stool antigen test and urea breath test.,Dig Liver Dis 2005 Oct;37(10):751-5.,2005,16023902
"One-week once-daily triple therapy with esomeprazole, levofloxacin and azithromycin compared to a standard therapy for Helicobacter pylori eradication.",Dig Liver Dis 2005 Aug;37(8):571-6.,2005,15996628
Polymerase chain reaction: a sensitive method for detecting Helicobacter pylori infection in bleeding peptic ulcers.,World J. Gastroenterol. 2005 Jul;11(25):3909-14.,2005,15991292
Helicobacter pylori infection and abdominal symptoms among Swedish school children.,J. Pediatr. Gastroenterol. Nutr. 2005 Jul;41(1):33-8.,2005,15990627
"The diurnal rhythm of the cytoprotective human trefoil protein TFF2 is reduced by factors associated with gastric mucosal damage: ageing, Helicobacter pylori infection, and sleep deprivation.",Am. J. Gastroenterol. 2005 Jul;100(7):1491-7.,2005,15984970
"Helicobacter heilmannii infection: clinical, endoscopic and histopathological features in Japanese patients.",Pathol. Int. 2005 Jul;55(7):398-404.,2005,15982214
Improved infrared spectrophotometer for point-of-care patient 13C-urea breath testing in the primary care setting.,Clin. Biochem. 2005 Aug;38(8):731-4.,2005,15963485
[Usefulness of the eradication of Helicobacter pylori for the patient with idiopathic thrombocytopenic purpura and lung cancer: report of a case].,Kyobu Geka 2005 Jun;58(6):509-11.,2005,15957429
Growth in children with Helicobacter pylori infection and dyspepsia.,Arch. Dis. Child. 2005 Oct;90(10):1025-8.,2005,15956048
Variation in the use of H. pylori tests in UK general practice--a qualitative study.,Aliment. Pharmacol. Ther. 2005 Jun;21(12):1425-33.,2005,15948809
Gastroscopic real-time 13C-urea breath test.,Endoscopy 2005 Jun;37(6):527-31.,2005,15933924
Non-invasive Helicobacter pylori diagnosis: stool or breath tests?,Dig Liver Dis 2005 Oct;37(10):732-4.,2005,15925556
Helicobacter pylori infection in children with chronic idiopathic thrombocytopenic purpura.,Pediatr Int 2005 Jun;47(3):292-5.,2005,15910453
Moxifloxacin-based strategies for first-line treatment of Helicobacter pylori infection.,Aliment. Pharmacol. Ther. 2005 May;21(10):1241-7.,2005,15882245
Evaluation of stool antigen test for Helicobacter pylori infection in asymptomatic children from a developing country using 13C-urea breath test as a standard.,J. Pediatr. Gastroenterol. Nutr. 2005 May;40(5):552-4.,2005,15861014
Efficacy and tolerability of rifampicin-based rescue therapy for Helicobacter pylori eradication failure in peptic ulcer disease.,Dig. Dis. Sci. 2005 Apr;50(4):630-3.,2005,15844693
The effect of eradicating helicobacter pylori on the development of gastric cancer in patients with peptic ulcer disease.,Am. J. Gastroenterol. 2005 May;100(5):1037-42.,2005,15842576
Gastric mucosa-associated lymphoid tissue lymphoma and Helicobacter pylori: scratch and win.,Scand. J. Gastroenterol. 2005 Jan;40(1):115-9.,2005,15841725
"Effect of the carbonic anhydrase inhibitor, acetazolamide, on Helicobacter pylori infection in vivo: a pilot study.",Helicobacter 2005 Apr;10(2):136-8.,2005,15810944
Helicobacter pylori eradication in the management of patients with idiopathic thrombocytopenic purpura.,Am. J. Med. 2005 Apr;118(4):414-9.,2005,15808140
Eradication rate of Helicobacter pylori in dyspeptic patients.,Med. Sci. Monit. 2005 Apr;11(4):CR193-5.,2005,15795700
14C-urea breath test in patients undergoing anti-tuberculosis therapy.,World J. Gastroenterol. 2005 Mar;11(11):1712-4.,2005,15786557
One-year follow-up study of Helicobacter pylori eradication rate with 13C-urea breath test after 3-d and 7-d rabeprazole-based triple therapy.,World J. Gastroenterol. 2005 Mar;11(11):1680-4.,2005,15786549
Capsule 13C-urea breath test for the diagnosis of Helicobacter pylori infection.,World J. Gastroenterol. 2005 Mar;11(9):1361-4.,2005,15761976
Prevalence of Helicobacter pylori in Indigenous Western Australians: comparison between urban and remote rural populations.,Med. J. Aust. 2005 Mar;182(5):210-3.,2005,15748129
[Evaluation of 13C-urea breath test to confirm eradication of Helicobacter pylori].,Nihon Shokakibyo Gakkai Zasshi 2005 Feb;102(2):176-82.,2005,15747534
Is there anything to the reported association between Helicobacter pylori infection and autoimmune thyroiditis?,Dig. Dis. Sci. 2005 Feb;50(2):385-8.,2005,15745105
Helicobacter pylori reinfection rate 3 years after successful eradication.,J. Gastroenterol. Hepatol. 2005 Mar;20(3):401-4.,2005,15740483
Eradication of Helicobacter pylori increases platelet count in patients with idiopathic thrombocytopenic purpura in Japan.,Eur. J. Clin. Invest. 2005 Mar;35(3):214-9.,2005,15733077
IL1RN polymorphic gene and cagA-positive status independently increase the risk of noncardia gastric carcinoma.,Int. J. Cancer 2005 Jul;115(5):678-83.,2005,15704154
The early effect of proton pump inhibitor therapy on the accuracy of the 13C-urea breath test.,Dig Liver Dis 2005 Jan;37(1):28-32.,2005,15702856
Effect of Helicobacter pylori and eradication therapy on gastrointestinal permeability. Implications for patients with seronegative spondyloarthritis.,J. Rheumatol. 2005 Feb;32(2):295-300.,2005,15693091
Gastroduodenal lesions and Helicobacter pylori infection in dyspeptic patients with and without chronic renal failure.,Helicobacter 2005 Feb;10(1):53-8.,2005,15691315
Comparison of two management strategies for Helicobacter pylori treatment: clinical study and cost-effectiveness analysis.,Helicobacter 2005 Feb;10(1):22-32.,2005,15691312
Comparison of non-invasive tests to detect Helicobacter pylori infection in children and adolescents: results of a multicenter European study.,J. Pediatr. 2005 Feb;146(2):198-203.,2005,15689908
13C-urea breath test: reproducibility and association with the severity of Helicobacter pylori-associated antral gastritis.,J. Gastroenterol. Hepatol. 2005 Feb;20(2):270-4.,2005,15683431
Diagnostic accuracy of the C-urea breath test in children: adjustment of the cut-off value according to age.,J. Gastroenterol. Hepatol. 2005 Feb;20(2):264-9.,2005,15683430
In vivo evaluation of a colonic delivery system using isotope techniques.,Aliment. Pharmacol. Ther. 2005 Jan;21(2):187-94.,2005,15679769
How does lobeline injected intravenously produce a cough?,Respir Physiol Neurobiol 2005 Jan;145(1):79-90.,2005,15652790
Rifabutin- and furazolidone-based Helicobacter pylori eradication therapies after failure of standard first- and second-line eradication attempts in dyspepsia patients.,Aliment. Pharmacol. Ther. 2005 Jan;21(1):91-6.,2005,15644050
[Five-day rabeprazole-based triple therapy for helicobacter pylori infection].,Zhong Nan Da Xue Xue Bao Yi Xue Ban 2004 Oct;29(5):589-91.,2004,16137055
[Influence of urease activity of the oral cavity and oropharynx on 13C-urea breath test].,Nihon Shokakibyo Gakkai Zasshi 2004 Dec;101(12):1302-8.,2004,15651392
Usefulness of non-invasive tests for diagnosing Helicobacter pylori infection in patients undergoing dialysis for chronic renal failure.,Helicobacter 2004 Dec;9(6):674-80.,2004,15610083
Comparison between the 13C-urea breath test and stool antigen test for the diagnosis of childhood Helicobacter pylori infection.,J. Gastroenterol. 2004 Nov;39(11):1045-50.,2004,15580396
[Community-acquired pneumonia among the elderly: differences between patients living at home and in nursing homes].,Arch. Bronconeumol. 2004 Dec;40(12):547-52.,2004,15574267
Comparison of invasive and non-invasive tests diagnosis and monitoring of Helicobacter pylori infection in children.,J. Pediatr. Gastroenterol. Nutr. 2004 Nov;39(5):519-23.,2004,15572892
[Evaluation of the efficacy of an Helicobacter pylori eradication treatment for idiopathic thrombocytopenic purpura patients].,Nihon Shokakibyo Gakkai Zasshi 2004 Nov;101(11):1209-16.,2004,15570869
Review article: 13C-urea breath test in the diagnosis of Helicobacter pylori infection -- a critical review.,Aliment. Pharmacol. Ther. 2004 Nov;20(10):1001-17.,2004,15569102
Early Helicobacter pylori colonisation: the association with growth faltering in The Gambia.,Arch. Dis. Child. 2004 Dec;89(12):1149-54.,2004,15557054
A 10-day levofloxacin-based therapy in patients with resistant Helicobacter pylori infection: a controlled trial.,Clin. Gastroenterol. Hepatol. 2004 Nov;2(11):997-1002.,2004,15551252
Suppressive effect of functional drinking yogurt containing specific egg yolk immunoglobulin on Helicobacter pylori in humans.,J. Dairy Sci. 2004 Dec;87(12):4073-9.,2004,15545368
High prevalence of cagA and vacA seropositivity in asymptomatic Bangladeshi children with Helicobacter pylori infection.,Acta Paediatr. 2004 Nov;93(11):1432-6.,2004,15513567
Incidence and factors influencing on Helicobacter pylori infection recurrence.,Rev Esp Enferm Dig 2004 Sep;96(9):620-3; 424-7.,2004,15506906
Breath sample collection through the nostril reduces false-positive results of 13C-urea breath test for the diagnosis of helicobacter pylori infection.,Dig Liver Dis 2004 Oct;36(10):661-5.,2004,15506664
Appropriate strategies for testing and treating Helicobacter pylori in children: when and how?,Am. J. Med. 2004 Sep;117 Suppl 5A:30S-35S.,2004,15478850
Dietary amelioration of Helicobacter pylori infection: design criteria for a clinical trial.,Cancer Epidemiol. Biomarkers Prev. 2004 Oct;13(10):1610-6.,2004,15466977
The diurnal profile of gastric pepsin activity is reduced with Helicobacter pylori infection.,Dig. Dis. Sci. 2004 Aug;49(7-8):1103-8.,2004,15387329
Oral broccoli sprouts for the treatment of Helicobacter pylori infection: a preliminary report.,Dig. Dis. Sci. 2004 Aug;49(7-8):1088-90.,2004,15387326
There is no difference in the disease severity of gastro-oesophageal reflux disease between patients infected and not infected with Helicobacter pylori.,Aliment. Pharmacol. Ther. 2004 Oct;20(7):761-8.,2004,15379836
Helicobacter pylori density and cagA status in cirrhotic patients: a case-control study.,J. Gastroenterol. Hepatol. 2004 Oct;19(10):1174-8.,2004,15377296
"Ranitidine-bismuth citrate, tetracycline and metronidazole followed by triple therapy as alternative strategy for Helicobacter pylori treatment: a pilot study.",Eur J Gastroenterol Hepatol 2004 Oct;16(10):987-90.,2004,15371921
Cost-effectiveness and long-term impact of Helicobacter pylori 'test and treat' service in reducing open access endoscopy referrals.,Eur J Gastroenterol Hepatol 2004 Oct;16(10):981-6.,2004,15371920
Role of noninvasive tests (C-urea breath test and stool antigen test) as additional tools in diagnosis of Helicobacter pylori infection in patients with atrophic body gastritis.,Helicobacter 2004 Oct;9(5):436-42.,2004,15361083
Helicobacter pylori infection in pediatrics.,Helicobacter 2004 ;9 Suppl 1:49-56.,2004,15347306
Diagnosis of Helicobacter pylori infection.,Helicobacter 2004 ;9 Suppl 1:7-14.,2004,15347300
Symptomatic response to Helicobacter pylori eradication in children with recurrent abdominal pain: double blind randomized placebo-controlled trial.,J. Clin. Gastroenterol. 2004 Sep;38(8):646-50.,2004,15319645
Recently published papers: take your predictions with a drop of saline... and breathe deeply before turning on your phone.,Crit Care 2004 Aug;8(4):210-2.,2004,15312198
Immunological rapid urease test using monoclonal antibody for Helicobacter pylori.,J. Gastroenterol. Hepatol. 2004 Sep;19(9):970-4.,2004,15304111
Improvement in serum pepsinogens and gastrin in long-term monitoring after eradication of Helicobacter pylori: comparison with H. pylori-negative patients.,Aliment. Pharmacol. Ther. 2004 Jul;20 Suppl 1:25-32.,2004,15298602
"13C-Urea breath test, using a new compact nondispersive isotope-selective infrared spectrophotometer: comparison with mass spectrometry.",J. Gastroenterol. 2004 Jul;39(7):629-34.,2004,15293132
"Comparison between a new 13C-urea breath test, using a film-coated tablet, and the conventional 13C-urea breath test for the detection of Helicobacter pylori infection.",J. Gastroenterol. 2004 Jul;39(7):621-8.,2004,15293131
Influence of daily low-dose 14-membered-ring macrolide therapy on Helicobacter pylori infection in patients with chronic inflammatory disease of the airway.,J. Infect. Chemother. 2004 Jun;10(3):157-62.,2004,15290454
14C-urea breath test as a 'gold standard' for detection of Helicobacter pylori infection.,Med. Sci. Monit. 2004 Aug;10(8):LE14-5.,2004,15278005
Dual vs. triple therapy for childhood Helicobacter pylori gastritis: a double-blind randomized multicentre trial.,Helicobacter 2004 Aug;9(4):293-301.,2004,15270743
Total family unit Helicobacter pylori eradication and pediatric re-infection rates.,Helicobacter 2004 Aug;9(4):285-8.,2004,15270741
A phase II feasibility study of carboplatin followed by sequential weekly paclitaxel and gemcitabine as first-line treatment for ovarian cancer.,Br. J. Cancer 2004 Aug;91(4):627-32.,2004,15238984
Validation of a novel real time 13C urea breath test for rapid evaluation of Helicobacter pylori in children and adolescents.,J. Pediatr. 2004 Jul;145(1):112-4.,2004,15238917
Diagnosis of Helicobacter pylori infection in patients with bleeding ulcer disease: rapid urease test and histology.,Rev Esp Enferm Dig 2004 Jun;96(6):395-8; 398-401.,2004,15230669
Oro-cecal transit time: influence of a subsequent meal.,Eur. J. Clin. Invest. 2004 Jun;34(6):417-21.,2004,15200493
Combined ingestion of protein and carbohydrate improves protein balance during ultra-endurance exercise.,Am. J. Physiol. Endocrinol. Metab. 2004 Oct;287(4):E712-20.,2004,15165999
Novel monoclonal antibody-based Helicobacter pylori stool antigen test.,Helicobacter 2004 Jun;9(3):228-32.,2004,15165258
13C-urea breath test to diagnose Helicobacter pylori infection in children aged up to 6 years.,Helicobacter 2004 Feb;9(1):39-45.,2004,15156902
The TETRA study: a prospective evaluation of Helicobacter pylori 'test-and-treat' strategy on 736 patients in clinical practice.,Helicobacter 2004 Feb;9(1):28-38.,2004,15156901
False negative urea breath tests with H2-receptor antagonists: interactions between Helicobacter pylori density and pH.,Helicobacter 2004 Feb;9(1):17-27.,2004,15156900
Use of imidazole-based eradication regimens for Helicobacter pylori should be abandoned in North India regardless of in vitro antibiotic sensitivity.,J. Gastroenterol. Hepatol. 2004 Jun;19(6):619-25.,2004,15151614
"Helicobacter pylori: antibiotic resistance and eradication rates in Suffolk, UK, 1991-2001.",J. Med. Microbiol. 2004 Jun;53(Pt 6):535-8.,2004,15150334
Effect of proton pump inhibitors and antacid therapy on 13C urea breath tests and stool test for Helicobacter pylori infection.,Am. J. Gastroenterol. 2004 May;99(5):823-9.,2004,15128344
Randomised controlled trial of effects of Helicobacter pylori infection and its eradication on heartburn and gastro-oesophageal reflux: Bristol helicobacter project.,BMJ 2004 Jun;328(7453):1417.,2004,15126313
Application of Maastricht 2-2000 guidelines for the management of Helicobacter pylori among specialists and primary care physicians in israel: are we missing the malignant potential of Helicobacter pylori?,J. Clin. Gastroenterol. 2004 Apr;38(4):322-5.,2004,15087690
Is there an advantage in normalising the results of the Helicobacter pylori [13C]urea breath test for CO2 production rate in children?,Isotopes Environ Health Stud 2004 Mar;40(1):89-98.,2004,15085988
The influence of Lactobacillus brevis on ornithine decarboxylase activity and polyamine profiles in Helicobacter pylori-infected gastric mucosa.,Helicobacter 2004 Apr;9(2):165-72.,2004,15068419
Rank order of success favors longer duration of imidazole-based therapy for Helicobacter pylori in duodenal ulcer disease: a randomized pilot study.,Helicobacter 2004 Apr;9(2):124-9.,2004,15068413
The use of 13C-labelled glycosyl ureides for evaluation of orocaecal transit time.,Eur J Clin Nutr 2004 Apr;58(4):568-72.,2004,15042123
"Non-invasive diagnosis of Helicobacter pylori infection: simplified 13C-urea breath test, stool antigen testing, or DNA PCR in human feces in a clinical laboratory setting?",Clin. Biochem. 2004 Apr;37(4):261-7.,2004,15003727
Evaluation of a urine antibody test for Helicobacter pylori in Japanese children.,J. Pediatr. 2004 Feb;144(2):196-9.,2004,14760261
Low initial vitamin B12 levels in Helicobacter pylori--positive patients on chronic hemodialysis.,Nephron Clin Pract 2004 ;96(1):c28-32.,2004,14752251
Expression of COX-2 proteins in gastric mucosal lesions.,World J. Gastroenterol. 2004 Jan;10(2):292-4.,2004,14716842
Sensitivity of a novel stool antigen test for detection of Helicobacter pylori in adult outpatients before and after eradication therapy.,J. Clin. Microbiol. 2004 Mar;42(3):1319-21.,2004,15004108
Breath test using a single 50-mg dose of 13C-urea to detect Helicobacter pylori infection in children.,J. Pediatr. Gastroenterol. Nutr. 2003 Jan;36(1):105-11.,2003,12500004
A simple method for estimating respiratory solute dilution in exhaled breath condensates.,Am. J. Respir. Crit. Care Med. 2003 Dec;168(12):1500-5.,2003,14512268
Utility of [13C] urea breath test for Helicobacter pylori detection in partial gastrectomy patients.,Dig. Dis. Sci. 2003 Nov;48(11):2135-8.,2003,14705818
Best cut-off values for [14C]-urea breath tests for Helicobacter pylori detection.,Scand. J. Gastroenterol. 2003 Nov;38(11):1144-8.,2003,14686717
Appropriate cut-off value of 13C-urea breath test after eradication of Helicobacter pylori infection in Japan.,J. Gastroenterol. Hepatol. 2003 Dec;18(12):1379-83.,2003,14675266
Gastroesophageal reflux before and after Helicobacter pylori eradication. A prospective study using ambulatory 24-h esophageal pH monitoring.,Dis. Esophagus 2003 ;16(4):273-8.,2003,14641288
High rates of recurrence and of transient reinfections of Helicobacter pylori in a population with high prevalence of infection.,Am. J. Gastroenterol. 2003 Nov;98(11):2395-402.,2003,14638339
Eradication of Helicobacter pylori infection improves blood pressure values in patients affected by hypertension.,Helicobacter 2003 Dec;8(6):585-9.,2003,14632672
Levofloxacin based triple therapy as a second-line treatment after failure of helicobacter pylori eradication with standard triple therapy.,Dig Liver Dis 2003 Oct;35(10):711-5.,2003,14620620
Diagnosis of Helicobacter pylori infection.,Helicobacter 2003 ;8 Suppl 1:13-20.,2003,14617213
Influence of anti-ulcer drugs used in Japan on the result of (13)C-urea breath test for the diagnosis of Helicobacter pylori infection.,J. Gastroenterol. 2003 ;38(10):937-41.,2003,14614600
Impact of Helicobacter pylori infection on growth of children: a prospective cohort study.,J. Pediatr. Gastroenterol. Nutr. 2003 Nov;37(5):614-9.,2003,14581807
"A new, practical, low-dose 14C-urea breath test for the diagnosis of Helicobacter pylori infection: clinical validation and comparison with the standard method.",Eur. J. Nucl. Med. Mol. Imaging 2003 Nov;30(11):1457-62.,2003,14579083
The effect of antibiotic therapy for patients infected with Helicobacter pylori who have chronic urticaria.,J. Am. Acad. Dermatol. 2003 Nov;49(5):861-4.,2003,14576665
Helicobacter pylori diagnosis in patients with liver cirrhosis.,Dig Liver Dis 2003 Aug;35(8):566-70.,2003,14567461
Contribution of the gastrointestinal tract below the stomach to the 13C-urea breath test.,Dig Liver Dis 2003 Aug;35(8):537-40.,2003,14567456
Placental acquisition of maternal specific IgG and Helicobacter pylori colonization in infancy.,Helicobacter 2003 ;8(5):568-72.,2003,14536004
